Post Text,Eating Behavior
"Day 3 of trying to eat better and i avoid grocery stores during rush hour. Too many decisions, too many people. I just can't. Not okay.",anxiety
Rant incoming: the breakup hit different at 2am when I found myself stress-eating leftover cake. 💪,emotional
Eating three meals a day has been helping my energy levels so much lately.,normal
Real talk: tried meal prepping for the first time this week. Dinner every night was so easy.,normal
Story time: the clothes I bought six months ago don't fit anymore. I keep telling myself I'll lose it but I haven't. Not okay.,obesity
"Ate way too much at dinner – not because I was hungry, just because I was feeling really down.",emotional
Can't eat before a presentation. Anxiety just kills my appetite completely.,anxiety
"PSA: the project launch has me eating at my desk, working 12 hour days, and surviving on coffee. One day at a time.",stress
Just venting but i eat past fullness every single meal. It's like there's no off switch. One day at a time.,obesity
My cortisol must be through the roof. All I want to eat is carbs and sugar.,stress
I've turned down social events because of the food aspect. Easier to avoid than to cope. 💪,anxiety
Can't believe I'm posting this but tried meal prepping for the first time this week. Dinner every night was so easy.,normal
PSA: eating three meals a day has been helping my energy levels so much lately. Open to advice.,normal
Update: i track every calorie I eat and still feel like I'm doing something wrong. The math never adds up. 🤦,anxiety
Had a small piece of cake at my friend's birthday. Enjoyed it and moved on.,normal
"Not gonna lie, ate way too much at dinner – not because I was hungry, just because I was feeling really down. Just needed to share this.",emotional
Update: ate a whole pizza by myself after getting rejected from that job. Needed it. Trying to do better.,emotional
"Honestly, forgot to eat again today because of back-to-back meetings. Found myself dizzy at 4pm.",stress
I can't walk up a flight of stairs without getting winded. Something has to change. Trying to do better.,obesity
throwback to last week when i've been dealing with binge eating disorder for years and my weight has climbed with it. One day at a time.,obesity
"I eat when I'm bored, when I'm sad, when I'm happy. Food is literally my emotion regulator. Send help.",emotional
So I've been thinking... tried meal prepping for the first time this week. Dinner every night was so easy. 💪,normal
PSA: sometimes I can't eat for 24 hours because my anxiety is so bad my stomach feels like it's in knots. It is what it is.,anxiety
So I've been thinking... felt really overwhelmed today and didn't even realize I'd eaten an entire pack of biscuits. No shame.,emotional
Real talk: forgot to eat again today because of back-to-back meetings. Found myself dizzy at 4pm.,stress
throwback to last week when ate a whole pizza by myself after getting rejected from that job. Needed it. 🤦,emotional
Feeling really vulnerable sharing this but i feel panicked anytime my meal schedule gets disrupted. It completely ruins my day.,anxiety
"Cooked a proper meal today – grilled chicken, brown rice and veggies. Proud of myself! Trying to do better.",normal
I've turned down social events because of the food aspect. Easier to avoid than to cope. 💪,anxiety
The clothes I bought six months ago don't fit anymore. I keep telling myself I'll lose it but I haven't.,obesity
Story time: grilled some salmon with roasted sweet potato for dinner. So good and filling. Not okay.,normal
I spend hours planning meals because the idea of eating something unplanned sends me into a spiral. 🤦,anxiety
I've been dealing with binge eating disorder for years and my weight has climbed with it. 💪,obesity
Day 3 of trying to eat better and my colleagues are impressed by how productive I am under pressure. They don't see the midnight snacking.,stress
Hot take: tried intermittent fasting for a week but realized three regular meals work better for me.,normal
Tried intermittent fasting for a week but realized three regular meals work better for me. One day at a time.,normal
Confession: under deadline stress I either don't eat at all or eat everything. Zero regulation. It is what it is.,stress
"Not gonna lie, made a salad for lunch with chickpeas and avocado. Simple but satisfying.",normal
Tried intermittent fasting for a week but realized three regular meals work better for me.,normal
Confession: my cortisol must be through the roof. All I want to eat is carbs and sugar. Trying to do better.,stress
Just venting but ate slowly today and really savored my food. Didn't need a second helping. One day at a time.,normal
Work stress has me ordering takeout every night because I don't have the energy to cook. Therapy is helping.,stress
Hot take: finally admitted to myself that I use food to cope with everything. Looking into therapy now.,obesity
Feeling really vulnerable sharing this but started tracking my food this week. The calorie count was eye-opening and not in a good way.,obesity
Too stressed to meal prep this week. Eating random snacks and calling it a diet. Anyone else?,stress
PSA: i feel sick before social events that involve food. What if I make wrong choices?,anxiety
I don't eat when I'm hungry. I eat when I feel things. That's not the same. Therapy is helping.,emotional
throwback to last week when went to the amusement park and had to leave a ride because the safety bar wouldn't close. I cried in the parking lot.,obesity
"Ate way too much at dinner – not because I was hungry, just because I was feeling really down. Just needed to share this.",emotional
"Rant incoming: made smoothies with spinach, banana and almond milk all week. Feeling energetic. It is what it is.",normal
Rant incoming: too stressed to cook so I've been living on vending machine snacks all week. Send help.,stress
"Can't believe I'm posting this but had a balanced breakfast with oats, fruits and some nuts. Feeling good! Just needed to share this.",normal
Sometimes I can't eat for 24 hours because my anxiety is so bad my stomach feels like it's in knots. One day at a time.,anxiety
Anyone else relate? my fear of food contamination makes me wash everything multiple times before I cook. Working on it.,anxiety
"Update: i eat when I'm happy, sad, bored, stressed, lonely, celebrating. Food is attached to every moment. No shame.",obesity
Had whole grain toast with avocado and eggs for breakfast. Classic and satisfying. It is what it is.,normal
Just venting but finally admitted to myself that I use food to cope with everything. Looking into therapy now.,obesity
"Can't sleep, can't eat properly. Stress is literally destroying my appetite and my health. 😅",stress
So I've been thinking... tried a new Mediterranean recipe tonight and the whole family loved it. Working on it.,normal
Been looking into weight loss surgery. Not taking it lightly but I feel like I've exhausted other options. 🤦,obesity
Story time: my doctor told me I need to lose 80 pounds. I've heard it before but this time it feels different. No shame.,obesity
Just venting but ate slowly today and really savored my food. Didn't need a second helping. One day at a time.,normal
Confession: my fear of choking makes every meal a stressful experience. Eating shouldn't feel like this. Not okay.,anxiety
Real talk: i track every calorie I eat and still feel like I'm doing something wrong. The math never adds up. Open to advice.,anxiety
Had a nice bowl of lentil soup for dinner. Nothing fancy but nutritious. Open to advice.,normal
"Hot take: made smoothies with spinach, banana and almond milk all week. Feeling energetic. 🤦",normal
"Not gonna lie, i'm 42 and I can't play with my kids without needing to sit down and catch my breath. That kills me. Not okay.",obesity
Confession: grilled some salmon with roasted sweet potato for dinner. So good and filling.,normal
throwback to last week when the clothes I bought six months ago don't fit anymore. I keep telling myself I'll lose it but I haven't. Working on it.,obesity
So I've been thinking... the clothes I bought six months ago don't fit anymore. I keep telling myself I'll lose it but I haven't. One day at a time.,obesity
Anyone else relate? my portions have been out of control for so long that I don't even know what a normal serving looks like. Anyone else?,obesity
"Not gonna lie, sometimes I can't eat for 24 hours because my anxiety is so bad my stomach feels like it's in knots. Working on it.",anxiety
"Not gonna lie, food is the only thing that doesn't let me down. I know that's unhealthy to say. No shame.",emotional
I spend hours planning meals because the idea of eating something unplanned sends me into a spiral. Not okay.,anxiety
Can't eat before a presentation. Anxiety just kills my appetite completely.,anxiety
Rant incoming: cried all evening and somehow ended up in the kitchen eating everything in sight. Therapy is helping.,emotional
Real talk: my colleagues are impressed by how productive I am under pressure. They don't see the midnight snacking.,stress
My relationship with food has been toxic for decades. Therapy has helped me start to unpack it. 😅,obesity
Terrified to eat at restaurants because I don't know exactly what's in the food. Just needed to share this.,anxiety
Update: my relationship with food has been toxic for decades. Therapy has helped me start to unpack it. No shame.,obesity
Confession: someone at work said something hurtful and I went home and demolished a bag of cookies.,emotional
Had whole grain toast with avocado and eggs for breakfast. Classic and satisfying.,normal
Rant incoming: felt really overwhelmed today and didn't even realize I'd eaten an entire pack of biscuits.,emotional
Ate slowly today and really savored my food. Didn't need a second helping. Trying to do better.,normal
Day 3 of trying to eat better and grilled some salmon with roasted sweet potato for dinner. So good and filling.,normal
"Not gonna lie, i've turned down social events because of the food aspect. Easier to avoid than to cope. No shame.",anxiety
"Can't sleep, can't eat properly. Stress is literally destroying my appetite and my health. Therapy is helping.",stress
I feel sick before social events that involve food. What if I make wrong choices? lol.,anxiety
"Honestly, my doctor told me I need to lose 80 pounds. I've heard it before but this time it feels different. Not okay.",obesity
Went to the amusement park and had to leave a ride because the safety bar wouldn't close. I cried in the parking lot. Trying to do better.,obesity
"Rant incoming: been stress eating at my desk all day. Chips, chocolate, whatever's close. Open to advice.",stress
Feeling really vulnerable sharing this but my doctor told me I need to lose 80 pounds. I've heard it before but this time it feels different. 🤦,obesity
Rant incoming: i reward myself with food when things go well and comfort myself with food when they don't.,emotional
Day 3 of trying to eat better and food is the only thing that doesn't let me down. I know that's unhealthy to say. Open to advice.,emotional
I feel panicked anytime my meal schedule gets disrupted. It completely ruins my day. Therapy is helping.,anxiety
Confession: my portions have been out of control for so long that I don't even know what a normal serving looks like. Anyone else?,obesity
PSA: bought a scale for the first time in years. The number shocked me. Time to take this seriously.,obesity
"When things feel out of control, at least I can control what I put in my mouth. Kind of backwards, I know. Anyone else?",emotional
I feel panicked anytime my meal schedule gets disrupted. It completely ruins my day. Not okay.,anxiety
"Can't believe I'm posting this but the project launch has me eating at my desk, working 12 hour days, and surviving on coffee.",stress
I feel sick before social events that involve food. What if I make wrong choices?,anxiety
Anyone else relate? my therapist says my relationship with food is driven by fear. She's not wrong.,anxiety
Feeling really vulnerable sharing this but just got dumped and I've already eaten an entire tub of ice cream. Don't judge me. Not okay.,emotional
I reward myself with food when things go well and comfort myself with food when they don't. Just needed to share this.,emotional
"Can't believe I'm posting this but cooked a proper meal today – grilled chicken, brown rice and veggies. Proud of myself!",normal
So I've been thinking... didn't finish my whole plate today. Just stopped when I was full. Progress!,normal
throwback to last week when i have a very limited safe foods list and eating anything outside it sends me into panic.,anxiety
I obsessively read ingredients labels even for foods I've eaten safely hundreds of times. 😅,anxiety
Story time: i feel sick before social events that involve food. What if I make wrong choices?,anxiety
Story time: cried all evening and somehow ended up in the kitchen eating everything in sight. Working on it.,emotional
Nothing fixes a bad day like a big plate of mac and cheese. Food is comfort. 😅,emotional
"Confession: i avoid grocery stores during rush hour. Too many decisions, too many people. I just can't. 😅",anxiety
"Cooked a proper meal today – grilled chicken, brown rice and veggies. Proud of myself! No shame.",normal
throwback to last week when emotional eating is real y'all. Ate half a cheesecake after the breakup news. Just needed to share this.,emotional
Someone at work said something hurtful and I went home and demolished a bag of cookies. lol.,emotional
throwback to last week when i'm 42 and I can't play with my kids without needing to sit down and catch my breath. That kills me.,obesity
Hot take: tried to tie my shoes and realized how difficult it had become. That was my wake-up call. Anyone else?,obesity
throwback to last week when too stressed to cook so I've been living on vending machine snacks all week. No shame.,stress
Update: i photograph every meal before eating it so I can review and reassure myself it was the right choice.,anxiety
"So I've been thinking... i eat when I'm happy, sad, bored, stressed, lonely, celebrating. Food is attached to every moment.",obesity
"Honestly, didn't finish my whole plate today. Just stopped when I was full. Progress! Trying to do better.",normal
Real talk: i spend hours planning meals because the idea of eating something unplanned sends me into a spiral. Anyone else?,anxiety
PSA: when I'm stressed I either eat everything or eat nothing. No in between. Therapy is helping.,stress
Real talk: when I'm stressed I either eat everything or eat nothing. No in between. One day at a time.,stress
My doctor told me I need to lose 80 pounds. I've heard it before but this time it feels different. 🤦,obesity
"Sleep apnea, high blood pressure, joint pain. My doctor says they're all weight-related.",obesity
"I've tried every diet imaginable. The problem isn't willpower, it's a deep-rooted behavioral pattern.",obesity
"Not gonna lie, someone at work said something hurtful and I went home and demolished a bag of cookies.",emotional
"Update: had a balanced breakfast with oats, fruits and some nuts. Feeling good! No shame.",normal
Confession: snacked on an apple and some almonds between meetings. Felt great. Working on it.,normal
Can't believe I'm posting this but just got dumped and I've already eaten an entire tub of ice cream. Don't judge me.,emotional
"Not gonna lie, my colleagues are impressed by how productive I am under pressure. They don't see the midnight snacking. Trying to do better.",stress
Just venting but every new food feels like a threat. I know it's irrational but I can't shake it. It is what it is.,anxiety
Feeling really vulnerable sharing this but binge ate last night after a really rough week. Feeling ashamed but also kind of numb.,emotional
"Story time: made smoothies with spinach, banana and almond milk all week. Feeling energetic. Just needed to share this.",normal
I can't walk up a flight of stairs without getting winded. Something has to change. 😅,obesity
"Rant incoming: made smoothies with spinach, banana and almond milk all week. Feeling energetic.",normal
"Not gonna lie, binge ate last night after a really rough week. Feeling ashamed but also kind of numb.",emotional
So I've been thinking... drinking more water and eating more fiber has really helped my digestion. Therapy is helping.,normal
Just venting but emotional eating is real y'all. Ate half a cheesecake after the breakup news. One day at a time.,emotional
PSA: had a proper sit-down lunch today instead of eating at my desk. So refreshing.,normal
Hot take: emotional eating is real y'all. Ate half a cheesecake after the breakup news.,emotional
Anyone else relate? finally admitted to myself that I use food to cope with everything. Looking into therapy now. Just needed to share this.,obesity
Hot take: had a nice bowl of lentil soup for dinner. Nothing fancy but nutritious. Anyone else?,normal
Rant incoming: under deadline stress I either don't eat at all or eat everything. Zero regulation. Open to advice.,stress
Confession: can't eat before a presentation. Anxiety just kills my appetite completely.,anxiety
Can't believe I'm posting this but felt really overwhelmed today and didn't even realize I'd eaten an entire pack of biscuits. It is what it is.,emotional
Rant incoming: i've turned down social events because of the food aspect. Easier to avoid than to cope. One day at a time.,anxiety
Story time: made a salad for lunch with chickpeas and avocado. Simple but satisfying. One day at a time.,normal
Can't believe I'm posting this but my fear of food contamination makes me wash everything multiple times before I cook. It is what it is.,anxiety
"Honestly, the breakup hit different at 2am when I found myself stress-eating leftover cake. Trying to do better.",emotional
Update: my cortisol must be through the roof. All I want to eat is carbs and sugar.,stress
Too stressed to cook so I've been living on vending machine snacks all week. Not okay.,stress
Day 3 of trying to eat better and had a nice bowl of lentil soup for dinner. Nothing fancy but nutritious. No shame.,normal
throwback to last week when stress eating my way through finals week and I have zero regrets. Survival mode. 😅,stress
Feeling really vulnerable sharing this but listening to my hunger cues more lately. Only eating when I'm actually hungry.,normal
Feeling really vulnerable sharing this but my fear of food contamination makes me wash everything multiple times before I cook. Send help.,anxiety
"Not gonna lie, when I'm stressed I either eat everything or eat nothing. No in between.",stress
"Honestly, family situation at home has me completely losing my appetite. Haven't eaten a proper meal in days.",stress
PSA: my therapist says my relationship with food is driven by fear. She's not wrong. Working on it.,anxiety
"Not gonna lie, made smoothies with spinach, banana and almond milk all week. Feeling energetic. 🤦",normal
Cried all evening and somehow ended up in the kitchen eating everything in sight.,emotional
Listening to my hunger cues more lately. Only eating when I'm actually hungry. lol.,normal
Story time: deadlines have me skipping lunch every single day this week. Not sustainable. lol.,stress
PSA: i've turned down social events because of the food aspect. Easier to avoid than to cope. One day at a time.,anxiety
Can't believe I'm posting this but felt really overwhelmed today and didn't even realize I'd eaten an entire pack of biscuits. It is what it is.,emotional
My doctor told me I need to lose 80 pounds. I've heard it before but this time it feels different. 😅,obesity
Confession: terrified to eat at restaurants because I don't know exactly what's in the food. Open to advice.,anxiety
Drinking more water and eating more fiber has really helped my digestion. It is what it is.,normal
PSA: been looking into weight loss surgery. Not taking it lightly but I feel like I've exhausted other options. 🤦,obesity
Rant incoming: my BMI is 42 and my doctor is concerned about diabetes. Finally ready to commit to changing. Just needed to share this.,obesity
Been stress eating cereal straight from the box at midnight. Not my finest hour. It is what it is.,stress
Went to the amusement park and had to leave a ride because the safety bar wouldn't close. I cried in the parking lot. No shame.,obesity
"I've tried every diet imaginable. The problem isn't willpower, it's a deep-rooted behavioral pattern. 💪",obesity
Feeling really vulnerable sharing this but high stress = high sugar cravings. I've eaten more candy this week than I have in a year.,stress
Been looking into weight loss surgery. Not taking it lightly but I feel like I've exhausted other options.,obesity
Story time: listening to my hunger cues more lately. Only eating when I'm actually hungry. Not okay.,normal
throwback to last week when i reward myself with food when things go well and comfort myself with food when they don't. Open to advice.,emotional
Feeling really vulnerable sharing this but my fear of choking makes every meal a stressful experience. Eating shouldn't feel like this. Trying to do better.,anxiety
I reward myself with food when things go well and comfort myself with food when they don't.,emotional
throwback to last week when just got dumped and I've already eaten an entire tub of ice cream. Don't judge me. Send help.,emotional
throwback to last week when i obsessively read ingredients labels even for foods I've eaten safely hundreds of times.,anxiety
Feeling really vulnerable sharing this but had a small piece of cake at my friend's birthday. Enjoyed it and moved on. 🤦,normal
I track every calorie I eat and still feel like I'm doing something wrong. The math never adds up.,anxiety
Just venting but my relationship with food has been toxic for decades. Therapy has helped me start to unpack it. Therapy is helping.,obesity
"I avoid grocery stores during rush hour. Too many decisions, too many people. I just can't. One day at a time.",anxiety
Been skipping lunch at work because eating in front of people makes me extremely anxious.,anxiety
Story time: i can't walk up a flight of stairs without getting winded. Something has to change. Open to advice.,obesity
Story time: my knees hurt every morning when I wake up. The doctor says my weight is a major factor. Send help.,obesity
Story time: the clothes I bought six months ago don't fit anymore. I keep telling myself I'll lose it but I haven't. lol.,obesity
"Honestly, between the deadline and the meetings I forgot to eat until 7pm. Again. Just needed to share this.",stress
"PSA: sleep apnea, high blood pressure, joint pain. My doctor says they're all weight-related. Just needed to share this.",obesity
Confession: had whole grain toast with avocado and eggs for breakfast. Classic and satisfying. Therapy is helping.,normal
Story time: tried intermittent fasting for a week but realized three regular meals work better for me. Open to advice.,normal
Hot take: my relationship with food has been toxic for decades. Therapy has helped me start to unpack it.,obesity
Food is the only thing that doesn't let me down. I know that's unhealthy to say. 💪,emotional
Confession: i spend hours planning meals because the idea of eating something unplanned sends me into a spiral. 😅,anxiety
Real talk: binge ate last night after a really rough week. Feeling ashamed but also kind of numb.,emotional
PSA: every time I feel lonely I just go to the fridge. It's become automatic at this point. Therapy is helping.,emotional
"throwback to last week when i skip breakfast when I'm overwhelmed. It's not intentional, my brain just won't let me think about food. Send help.",stress
So I've been thinking... feeling really in tune with my body's hunger signals lately. Eating feels natural. lol.,normal
"Not gonna lie, started tracking my food this week. The calorie count was eye-opening and not in a good way.",obesity
"Honestly, tried intermittent fasting for a week but realized three regular meals work better for me. Anyone else?",normal
Update: feeling empty inside so I just… kept eating. Still felt empty after. Open to advice.,emotional
Drinking more water and eating more fiber has really helped my digestion. Therapy is helping.,normal
throwback to last week when under deadline stress I either don't eat at all or eat everything. Zero regulation.,stress
I reward myself with food when things go well and comfort myself with food when they don't.,emotional
PSA: the breakup hit different at 2am when I found myself stress-eating leftover cake. It is what it is.,emotional
So I've been thinking... ate three bowls of pasta after getting some bad news. Just needed to feel something warm.,emotional
"Can't believe I'm posting this but ate way too much at dinner – not because I was hungry, just because I was feeling really down.",emotional
Just got dumped and I've already eaten an entire tub of ice cream. Don't judge me. Therapy is helping.,emotional
Day 3 of trying to eat better and every time I feel lonely I just go to the fridge. It's become automatic at this point. Working on it.,emotional
Food is the only thing that doesn't let me down. I know that's unhealthy to say. 💪,emotional
Day 3 of trying to eat better and grilled some salmon with roasted sweet potato for dinner. So good and filling.,normal
"Made smoothies with spinach, banana and almond milk all week. Feeling energetic. 😅",normal
"Can't believe I'm posting this but i'm a happy eater, a sad eater, and an angry eater. Basically any emotion = eating. Send help.",emotional
Stress makes my stomach feel like concrete. Food is the last thing on my mind during crunch time.,stress
Update: didn't finish my whole plate today. Just stopped when I was full. Progress! It is what it is.,normal
Can't believe I'm posting this but family situation at home has me completely losing my appetite. Haven't eaten a proper meal in days. Not okay.,stress
Just venting but started tracking my food this week. The calorie count was eye-opening and not in a good way. Open to advice.,obesity
"Honestly, i reward myself with food when things go well and comfort myself with food when they don't. No shame.",emotional
Real talk: cried all evening and somehow ended up in the kitchen eating everything in sight.,emotional
Anyone else relate? grilled some salmon with roasted sweet potato for dinner. So good and filling.,normal
Every time I feel lonely I just go to the fridge. It's become automatic at this point. Just needed to share this.,emotional
Feeling really vulnerable sharing this but didn't finish my whole plate today. Just stopped when I was full. Progress! 🤦,normal
Hot take: listening to my hunger cues more lately. Only eating when I'm actually hungry. 😅,normal
Feeling really vulnerable sharing this but cried all evening and somehow ended up in the kitchen eating everything in sight.,emotional
Story time: i inhale my food when stressed. Don't even taste it. Just fuel to keep going. Therapy is helping.,stress
Anyone else relate? work stress has me ordering takeout every night because I don't have the energy to cook.,stress
Feeling really vulnerable sharing this but high stress = high sugar cravings. I've eaten more candy this week than I have in a year. Not okay.,stress
PSA: emotional eating is real y'all. Ate half a cheesecake after the breakup news. Open to advice.,emotional
"I avoid grocery stores during rush hour. Too many decisions, too many people. I just can't. Anyone else?",anxiety
Can't believe I'm posting this but the clothes I bought six months ago don't fit anymore. I keep telling myself I'll lose it but I haven't. It is what it is.,obesity
When I'm stressed I either eat everything or eat nothing. No in between. Just needed to share this.,stress
"Not gonna lie, i feel sick before social events that involve food. What if I make wrong choices? Trying to do better.",anxiety
Tried intermittent fasting for a week but realized three regular meals work better for me. Working on it.,normal
Rant incoming: under deadline stress I either don't eat at all or eat everything. Zero regulation. Anyone else?,stress
Feeling really vulnerable sharing this but started tracking my food this week. The calorie count was eye-opening and not in a good way.,obesity
Day 3 of trying to eat better and my cortisol must be through the roof. All I want to eat is carbs and sugar.,stress
Confession: every new food feels like a threat. I know it's irrational but I can't shake it. Anyone else?,anxiety
"Been stress eating at my desk all day. Chips, chocolate, whatever's close. Anyone else?",stress
So I've been thinking... i feel panicked anytime my meal schedule gets disrupted. It completely ruins my day.,anxiety
Had a nice bowl of lentil soup for dinner. Nothing fancy but nutritious. 🤦,normal
So I've been thinking... my doctor told me I need to lose 80 pounds. I've heard it before but this time it feels different. 💪,obesity
Anyone else relate? too stressed to cook so I've been living on vending machine snacks all week. Open to advice.,stress
My therapist says my relationship with food is driven by fear. She's not wrong.,anxiety
"Not gonna lie, tried to tie my shoes and realized how difficult it had become. That was my wake-up call. lol.",obesity
"PSA: sleep apnea, high blood pressure, joint pain. My doctor says they're all weight-related. One day at a time.",obesity
Confession: can't eat before a presentation. Anxiety just kills my appetite completely. Working on it.,anxiety
Just venting but my BMI is 42 and my doctor is concerned about diabetes. Finally ready to commit to changing. One day at a time.,obesity
Hot take: i feel panicked anytime my meal schedule gets disrupted. It completely ruins my day. 💪,anxiety
"Not gonna lie, stress eating my way through finals week and I have zero regrets. Survival mode. It is what it is.",stress
Just venting but the uncertainty of eating out makes me want to just never go to restaurants again. Send help.,anxiety
Feeling really vulnerable sharing this but the breakup hit different at 2am when I found myself stress-eating leftover cake.,emotional
Story time: tried a new Mediterranean recipe tonight and the whole family loved it. Therapy is helping.,normal
So I've been thinking... every time I feel lonely I just go to the fridge. It's become automatic at this point. Just needed to share this.,emotional
"Not gonna lie, feeling empty inside so I just… kept eating. Still felt empty after. One day at a time.",emotional
I obsessively read ingredients labels even for foods I've eaten safely hundreds of times. It is what it is.,anxiety
"Not gonna lie, drinking more water and eating more fiber has really helped my digestion. Just needed to share this.",normal
Listening to my hunger cues more lately. Only eating when I'm actually hungry. Trying to do better.,normal
Hot take: tried to tie my shoes and realized how difficult it had become. That was my wake-up call. Open to advice.,obesity
Confession: the breakup hit different at 2am when I found myself stress-eating leftover cake. Not okay.,emotional
Update: i'm 42 and I can't play with my kids without needing to sit down and catch my breath. That kills me. Working on it.,obesity
"Honestly, ate slowly today and really savored my food. Didn't need a second helping. lol.",normal
"Can't believe I'm posting this but i skip breakfast when I'm overwhelmed. It's not intentional, my brain just won't let me think about food. 💪",stress
Had a proper sit-down lunch today instead of eating at my desk. So refreshing. Working on it.,normal
Deadlines have me skipping lunch every single day this week. Not sustainable. No shame.,stress
Story time: my fear of food contamination makes me wash everything multiple times before I cook. Send help.,anxiety
Real talk: drinking more water and eating more fiber has really helped my digestion. Not okay.,normal
Story time: i feel panicked anytime my meal schedule gets disrupted. It completely ruins my day. Just needed to share this.,anxiety
Just venting but my BMI is 42 and my doctor is concerned about diabetes. Finally ready to commit to changing. Trying to do better.,obesity
Update: work stress has me ordering takeout every night because I don't have the energy to cook.,stress
throwback to last week when terrified to eat at restaurants because I don't know exactly what's in the food.,anxiety
PSA: made a salad for lunch with chickpeas and avocado. Simple but satisfying. lol.,normal
Feeling really vulnerable sharing this but had a nice bowl of lentil soup for dinner. Nothing fancy but nutritious.,normal
"Honestly, tried meal prepping for the first time this week. Dinner every night was so easy. Not okay.",normal
Feeling really vulnerable sharing this but when I'm stressed I either eat everything or eat nothing. No in between. 💪,stress
Had a proper sit-down lunch today instead of eating at my desk. So refreshing. Just needed to share this.,normal
Story time: i spend hours planning meals because the idea of eating something unplanned sends me into a spiral.,anxiety
Feeling really vulnerable sharing this but i have a very limited safe foods list and eating anything outside it sends me into panic. Therapy is helping.,anxiety
"Honestly, cooked a proper meal today – grilled chicken, brown rice and veggies. Proud of myself! It is what it is.",normal
Hot take: work stress has me ordering takeout every night because I don't have the energy to cook. 💪,stress
"So I've been thinking... the project launch has me eating at my desk, working 12 hour days, and surviving on coffee.",stress
Hot take: food is the only thing that doesn't let me down. I know that's unhealthy to say. 💪,emotional
My doctor told me I need to lose 80 pounds. I've heard it before but this time it feels different.,obesity
PSA: tried intermittent fasting for a week but realized three regular meals work better for me.,normal
Just venting but joined an online support group for people dealing with obesity. First step is admitting I need help. 💪,obesity
Hot take: work stress has me ordering takeout every night because I don't have the energy to cook. 💪,stress
So I've been thinking... forgot to eat again today because of back-to-back meetings. Found myself dizzy at 4pm. 🤦,stress
throwback to last week when been looking into weight loss surgery. Not taking it lightly but I feel like I've exhausted other options. 🤦,obesity
When I'm stressed I either eat everything or eat nothing. No in between. lol.,stress
Story time: the uncertainty of eating out makes me want to just never go to restaurants again. lol.,anxiety
"Hot take: the project launch has me eating at my desk, working 12 hour days, and surviving on coffee. 😅",stress
Cried all evening and somehow ended up in the kitchen eating everything in sight. Working on it.,emotional
"throwback to last week when cooked a proper meal today – grilled chicken, brown rice and veggies. Proud of myself!",normal
Just venting but ate a whole pizza by myself after getting rejected from that job. Needed it.,emotional
"Rant incoming: i've tried every diet imaginable. The problem isn't willpower, it's a deep-rooted behavioral pattern. 🤦",obesity
PSA: i don't eat when I'm hungry. I eat when I feel things. That's not the same.,emotional
Every time I feel lonely I just go to the fridge. It's become automatic at this point. lol.,emotional
Started tracking my food this week. The calorie count was eye-opening and not in a good way. lol.,obesity
Update: had a fight with my mom and immediately reached for the chips. Didn't even notice until the bag was empty. It is what it is.,emotional
Story time: family situation at home has me completely losing my appetite. Haven't eaten a proper meal in days. Working on it.,stress
Anyone else relate? eating three meals a day has been helping my energy levels so much lately. Anyone else?,normal
Feeling really vulnerable sharing this but i inhale my food when stressed. Don't even taste it. Just fuel to keep going. Not okay.,stress
Anyone else relate? the breakup hit different at 2am when I found myself stress-eating leftover cake. Therapy is helping.,emotional
Hot take: i rehearse what I'll order at restaurants in advance to avoid the anxiety in the moment. No shame.,anxiety
PSA: made a salad for lunch with chickpeas and avocado. Simple but satisfying. Just needed to share this.,normal
PSA: i photograph every meal before eating it so I can review and reassure myself it was the right choice. Anyone else?,anxiety
"Had a balanced breakfast with oats, fruits and some nuts. Feeling good!",normal
Hot take: i'm 42 and I can't play with my kids without needing to sit down and catch my breath. That kills me. Not okay.,obesity
PSA: joined an online support group for people dealing with obesity. First step is admitting I need help. One day at a time.,obesity
I spend hours planning meals because the idea of eating something unplanned sends me into a spiral. Not okay.,anxiety
Rant incoming: ate a whole pizza by myself after getting rejected from that job. Needed it. Open to advice.,emotional
"Confession: the project launch has me eating at my desk, working 12 hour days, and surviving on coffee. 💪",stress
My BMI is 42 and my doctor is concerned about diabetes. Finally ready to commit to changing. Working on it.,obesity
Too stressed to meal prep this week. Eating random snacks and calling it a diet. Send help.,stress
"Not gonna lie, my relationship with food has been toxic for decades. Therapy has helped me start to unpack it.",obesity
Rant incoming: emotional eating is real y'all. Ate half a cheesecake after the breakup news. 💪,emotional
Between the deadline and the meetings I forgot to eat until 7pm. Again. Anyone else?,stress
"Can't sleep, can't eat properly. Stress is literally destroying my appetite and my health.",stress
Update: i eat past fullness every single meal. It's like there's no off switch.,obesity
"throwback to last week when i eat when I'm bored, when I'm sad, when I'm happy. Food is literally my emotion regulator. 😅",emotional
"PSA: ate way too much at dinner – not because I was hungry, just because I was feeling really down. Open to advice.",emotional
Hot take: ate slowly today and really savored my food. Didn't need a second helping. No shame.,normal
My BMI is 42 and my doctor is concerned about diabetes. Finally ready to commit to changing. It is what it is.,obesity
Just venting but ate three bowls of pasta after getting some bad news. Just needed to feel something warm.,emotional
"Can't believe I'm posting this but the project launch has me eating at my desk, working 12 hour days, and surviving on coffee. Not okay.",stress
Had a nice bowl of lentil soup for dinner. Nothing fancy but nutritious. It is what it is.,normal
throwback to last week when i photograph every meal before eating it so I can review and reassure myself it was the right choice.,anxiety
